"start_id","seed","theta0_1","theta0_2","theta0_3","theta0_4","theta0_5","theta0_6","theta0_7","theta0_8","theta0_9","theta0_10","theta0_11","theta0_12"
"plausible_anchor",101,1.74954762041875,-2.52697942620991,-2.84731226843572,-0.916290731874155,1.74519183341172,-1.20397280432594,-1.76609172247948,-0.0768810443359576,0.405465108108164,1.87180217690159,2.21604633157681,4.60517018598809
"plausible_warm",1101,1.74954762041875,-2.52697942620991,-2.84731226843572,-0.916290731874155,1.74519183341172,-1.20397280432594,-1.76609172247948,-0.0768810443359576,0.405465108108164,1.87180217690159,2.21604633157681,4.60517018598809
"perturb_1",102,1.61913302421259,-2.30599468404225,-3.11728980601805,-0.830546948256785,1.86949952033716,-0.734386289300857,-1.51857578022909,-0.121974770237643,0.772276423913249,1.78249843105069,2.42662557112626,4.28723241182207
"perturb_2",103,2.32064983829196,-3.11370730387529,-2.94198561987688,-0.993625917873155,1.40528993727818,-1.18058660518614,-2.09315986482986,-0.89700417059181,0.339962841731595,2.15521101856414,2.10885411310416,4.01960148203968
"perturb_3",104,2.04732194956887,-3.09113549861199,-2.66048522602962,-0.964018774951853,1.93208741811793,-1.00471857855157,-1.40811684226332,0.0347797542295396,0.808611408233859,1.04255958067208,2.69198768508995,4.3154204986401
"perturb_4",105,1.8167411293583,-2.15884536277757,-3.51595419324489,-0.736903104028433,1.93817535735523,-0.900687291366335,-2.69382267006647,-0.260682956414418,-0.036688358683544,2.03297348626411,2.44362029871443,4.32273687301625
"perturb_5",106,1.63351137009252,-3.12053065485213,-3.30741438094026,-1.02607919660074,1.97635223455619,-1.76273386295675,-1.46646863601357,-0.49735572310514,0.471617456358447,2.32372582509968,2.68553531727109,4.43402489324792
