"perturbation","objective","max_abs_theta_shift"
1,63.8295530275466,0.367563574159246
2,32.9451412807197,0.305806952509218
3,115.421922219792,0.390418864182368
4,39.0689705605276,0.294726749085142
5,33.7051916486313,0.283004597754227
