"eigenvalue"
4981.32367118632
396.591456001491
152.731919402642
141.388225407906
123.051957811023
99.7280148779059
72.29359331467
23.1203225310723
18.3474890546824
15.6119617005833
13.4902057941662
0.110941730378812
