"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12"
"1",-0.0437715152476957,0.0692136379812072,-0.0314518695567,-0.0631872402715217,-0.0388127844033915,-0.0173152070042534,0.00650717211129824,-0.013222113716707,0.993082922245254,0.0021034814818026,-0.00837544274410732,-1.06729892167427e-06
"2",-0.457122098758147,0.632709611651398,-0.270146355918955,-0.473968638629417,-0.281312989775707,-0.0209055903906249,0.0203195553049107,0.00312249861241028,-0.114423758476734,-0.000177398968704367,-0.00176140601133135,-5.79085336909018e-05
"3",-0.685842403677826,0.168312262783655,0.264085089379249,0.505406564406508,0.373715988697232,0.0157169652884778,-0.107907291246336,0.14450411111787,0.0164120743940161,-0.0516062139906968,0.0273091202093725,-0.000139073862046631
"4",-0.534872437561307,-0.714084882271987,0.100472038876991,-0.323161652727324,-0.28987944929701,-0.011537718943512,-0.0422262151301041,-0.0180891195336448,-0.00307355065311715,0.043841282228232,-0.0355130452937487,-8.57807150265819e-05
"5",-0.122558352821748,-0.219429103052963,-0.773192172947225,-0.0223587873709403,0.48052815800564,0.034585641523075,0.0120596977722674,-0.181863508014338,0.00237711663157968,-0.24322509266301,0.118306367322772,-0.0045304724285639
"6",-0.00111360968157902,-0.0013463902300661,-0.00546443509591448,0.000466844016071027,0.00248564050157987,-5.61835753686183e-05,-0.00302008710466135,-0.00137905407424029,0.000236517767101908,0.0226883930459598,0.0337348013135751,0.999148041529226
"7",-0.0045519583535748,0.00778168793850003,-0.0355885824045239,0.0581673879064728,-0.121500250157239,0.98914027665827,-0.0433817462071871,0.00323057895270963,0.0146618681875834,-0.000477398071622375,0.000569436493652918,2.95565271949875e-06
"8",-0.106200998203248,-0.021586545908445,-0.30394830023269,0.593344639489858,-0.54690850100529,-0.093949185492172,0.422160444096254,-0.228316938481235,-0.00431172015748779,0.0647914419470413,-0.0362352524012608,-1.76159694128293e-05
"9",0.070502163456971,-0.0696462513786419,-0.213207865047612,0.118912142381195,-0.271154867740746,-0.0572331228630506,-0.160079137715427,0.807724300655213,0.0116915210605288,-0.347726411910606,0.233851087772501,6.31094419967417e-05
"10",0.0218986508236522,-0.0058210611691484,-0.296686415379558,0.177754122368072,-0.105610551930205,-0.0641997568939417,-0.698538863586919,0.0277497707164071,-0.00154607789357514,0.440332169023888,-0.426579177403393,0.000901133009787343
"11",0.0247183964389324,0.0500967474273253,0.113720641572507,0.0984594657643341,-0.245453624632908,-0.0545872523553843,-0.536836504786215,-0.473410207376132,-0.00063458039262052,-0.332200124081576,0.536864349571405,-0.0115803194894417
"12",0.0165180729769378,0.0238775186494453,0.0909738499695588,0.0109325915330603,-0.0771498093877356,-0.00921328196216654,-0.0639253845579428,-0.126829227187176,-0.00599645678008075,-0.711600954011192,-0.675716344440855,0.0393410184342006
