"age_group","prev_residual","log_pop_residual","pop_ape"
"<20",0.000764837882611141,0.00522713773980943,0.00524082305891026
"20-29",-0.000247390841238038,0.0108648887342921,0.0109241259788708
"30-39",-0.000291845055563622,0.00201995075263106,0.00202199222748067
"40-49",9.65837921406143e-05,0.0142117267036879,0.0143131933941258
"50-59",-0.00166692412084624,-0.0941509662563647,0.0898546493675627
"60+",0.0122808736985092,0.0893568554472175,0.0934707977206896
