"scenario","year","hcv_median","hcv_lo","hcv_hi","dc_median","dc_lo","dc_hi","hcc_median","hcc_lo","hcc_hi"
"aggressive_treatment_all",2030,11.3228149242659,9.00865502092777,14.1417008244731,3.1523103491341,2.81885644375645,3.53405803452595,0.122030907346487,0.109176527814458,0.138304994714233
"aggressive_treatment_all",2031,7.16693499323573,5.60937913361191,9.15315969242676,2.55073836159305,2.27876999661173,2.8594450433106,0.0740689783837222,0.0663037826581272,0.0847344206210428
"aggressive_treatment_all",2032,4.54095897345806,3.49472387786922,5.91902496278959,2.07800813926682,1.85330675835191,2.32763060551407,0.045368753900633,0.0405572786986372,0.0522725583546298
"aggressive_treatment_all",2033,2.88401763614195,2.1761232719243,3.82855756838909,1.69863228353739,1.51377560391131,1.90319421504478,0.0280672420403385,0.0249547393053904,0.0326341056552324
"aggressive_treatment_all",2034,1.8299904819599,1.35574721016782,2.47430220728054,1.39041641022825,1.23855568842021,1.55861678000011,0.0174996581290156,0.0154557563842451,0.0204437005873749
"aggressive_treatment_all",2035,1.16408151704528,0.84491512964313,1.59949217439869,1.13953112608593,1.0157843820038,1.27882032189168,0.0109637061341628,0.00960901646801051,0.0129392808850315
"aggressive_treatment_all",2036,0.737719819500397,0.526659447846046,1.03646466086484,0.934430623803548,0.83370605206141,1.04994629971328,0.00688666815507522,0.00597624279024372,0.00823732029998636
"aggressive_treatment_all",2037,0.468515634688732,0.328315938724819,0.671755114031232,0.766569394252167,0.684360763689694,0.86228649518976,0.00434300589779658,0.00372079309225787,0.00526985491522677
"aggressive_treatment_all",2038,0.297052776151639,0.204638840383828,0.435442414146217,0.628663369803191,0.561459637571759,0.708204931035286,0.00274943400542163,0.00232147044892694,0.00336803065073392
"aggressive_treatment_all",2039,0.188731068769721,0.127549990316716,0.282252452471543,0.515901436776489,0.460184333738152,0.581595506726685,0.00174225025555824,0.0014471772775918,0.00215738264410654
"aggressive_treatment_all",2040,0.120200786726737,0.079500597169125,0.182947409891179,0.423204880120641,0.37713432537472,0.477521373563528,0.00110171491967429,0.00090330118361569,0.00138625973735752
"aggressive_treatment_all",2041,0.076345462682267,0.0495116582542322,0.118575310256713,0.347015234912134,0.308870066373912,0.39196218619879,0.000700590955596419,0.000567588649647668,0.000891752190101515
"aggressive_treatment_all",2042,0.0484823957325474,0.0308100016227181,0.0770804296601189,0.284377889874276,0.252721862692753,0.321628747844138,0.00044536897617362,0.000356839137748709,0.000574173860349287
"aggressive_treatment_all",2043,0.0307525189527261,0.0191717776587878,0.0501153674889987,0.232716429775644,0.206834023905278,0.263822120932848,0.000282747136798342,0.00022434047039391,0.00037077159013871
"aggressive_treatment_all",2044,0.0195254686434031,0.0119294203300931,0.0325546882135733,0.190484358409121,0.169452954439772,0.216323657265351,0.000179850303665009,0.000141002927357851,0.00023909658108305
"aggressive_treatment_all",2045,0.0124062257411054,0.00742272141647316,0.0211423574300506,0.155984632570635,0.13877126521304,0.177307536584488,0.00011451419682281,8.86473519044108e-05,0.000154619776964425
"aggressive_treatment_all",2046,0.0078631760508376,0.0046184345862641,0.01373022561339,0.127709134086832,0.113576223749213,0.145270305207847,7.28142141773224e-05,5.58146998148714e-05,0.000100016165742486
"aggressive_treatment_all",2047,0.0049867266016787,0.00287352769897201,0.00891638100878231,0.10448990106142,0.0928325454342311,0.118973615689765,4.63704707244575e-05,3.50799586804962e-05,6.47747772646604e-05
"aggressive_treatment_all",2048,0.00316860101586614,0.00178782964865157,0.0057901300059519,0.0854823942896167,0.0758534892580028,0.0974072330797682,2.95260318098866e-05,2.19810424038592e-05,4.20168913065518e-05
"aggressive_treatment_all",2049,0.00201487756219748,0.00111231609658397,0.0037599199575585,0.0698446414367207,0.0619599655076239,0.0797444747378678,1.87463233330627e-05,1.3770090148343e-05,2.72585660144754e-05
"aggressive_treatment_all",2050,0.00128150656256944,0.000692026566861229,0.00244152443527835,0.0570971410539469,0.0505983193321773,0.0651942901570497,1.1911849718116e-05,8.62412625769042e-06,1.76534439081468e-05
"aggressive_treatment_all",2051,0.000813641772673763,0.000430537317355741,0.00158539369540523,0.0466610691002481,0.0413295539425394,0.0533059924415069,7.59277982564153e-06,5.39979876859089e-06,1.14221824924289e-05
"aggressive_treatment_all",2052,0.00051591983420817,0.000267850986473578,0.00102945636018923,0.0381120270660338,0.0337469047636761,0.0435680004704307,4.82682005164291e-06,3.38003599323995e-06,7.39137311678013e-06
"aggressive_treatment_all",2053,0.000327082225491435,0.00016663680971674,0.000668549862532916,0.0311161757460568,0.027545802168764,0.0355947429763029,3.06565102770671e-06,2.11517134382887e-06,4.78451715819324e-06
"aggressive_treatment_all",2054,0.000207527201701127,0.000103667972084956,0.000434169471592956,0.0253893942569813,0.0224763178089968,0.0290691592553416,1.95107715402118e-06,1.32327762080307e-06,3.0972554937401e-06
"aggressive_treatment_all",2055,0.000131670895767479,6.44933394120142e-05,0.000281956499657377,0.0207118421198251,0.0183334196427547,0.0237306357222328,1.23928269403851e-06,8.27635964024405e-07,2.00512005905781e-06
"aggressive_treatment_all",2056,8.354141301444e-05,4.01430464059708e-05,0.000183106132137418,0.0168789834525695,0.0149487368122218,0.0193650496564496,7.86940062515042e-07,5.17503470256722e-07,1.29815687596616e-06
"aggressive_treatment_all",2057,5.30043621562398e-05,2.50054696993791e-05,0.000119032675991684,0.0137486320156534,0.0121814867906176,0.0157965537659219,4.99056928789101e-07,3.23501117076023e-07,8.40498155239893e-07
"aggressive_treatment_all",2058,3.36680015883748e-05,1.55760663694095e-05,7.740026209657e-05,0.0112080987385023,0.00991714109157748,0.0128807991427408,3.16620185000838e-07,2.02176343774668e-07,5.44220434116264e-07
"aggressive_treatment_all",2059,2.13864855245219e-05,9.70239572414293e-06,5.03288411202099e-05,0.00913545256461238,0.0080708511914203,0.0104993868848844,2.0133875737149e-07,1.26322459756649e-07,3.53470447506386e-07
"aggressive_treatment_all",2060,1.35850142932256e-05,6.0436442093211e-06,3.27257791860888e-05,0.00743862000060422,0.00656611114945997,0.00855518752300776,1.28022780813741e-07,7.89096751586801e-08,2.29591159450615e-07
"aggressive_treatment_all",2061,8.6293804768592e-06,3.76459056491152e-06,2.12795224766401e-05,0.00605548068845648,0.00534016603131833,0.00696849602139991,8.12946195302559e-08,4.92814179788728e-08,1.49135224646562e-07
"aggressive_treatment_all",2062,5.48148439833976e-06,2.34496178557398e-06,1.3836708293045e-05,0.00492628452018204,0.00434170772341252,0.00567407246007331,5.15276377317377e-08,3.07711125004151e-08,9.68785402078192e-08
"aggressive_treatment_all",2063,3.48189736091544e-06,1.46067340877389e-06,8.98653689008779e-06,0.0040070575415732,0.00352880291598835,0.0046188060552498,3.2736762114015e-08,1.92094099177322e-08,6.29356171373073e-08
"aggressive_treatment_all",2064,2.20842137992398e-06,9.09850325719743e-07,5.83595970921282e-06,0.00325837885825149,0.0028671931894334,0.00376118526909395,2.08045325195283e-08,1.19894528152422e-08,4.08870931622531e-08
"aggressive_treatment_all",2065,1.40168434418944e-06,5.66743289445606e-07,3.78993874458283e-06,0.0026464682564791,0.00232890090276671,0.00306181789062034,1.32208818030573e-08,7.48174345214954e-09,2.65641596048567e-08
"aggressive_treatment_all",2066,8.90303146695282e-07,3.53022608428579e-07,2.46122988913058e-06,0.00215037148773862,0.00189199329019427,0.00249159454827272,8.40127117644842e-09,4.66796796905853e-09,1.72593842940754e-08
"aggressive_treatment_all",2067,5.65344387156879e-07,2.19896561583614e-07,1.59835166714534e-06,0.00174662946856048,0.0015362181349566,0.00202684932576948,5.33842901633565e-09,2.91190975616394e-09,1.12143253846278e-08
