"age_group","N_hat_T","N_hat_T5","log_ratio","p_hat_T","p_hat_T5","prev_change"
"<20",93.3384822271169,93.3432699695573,5.12930951746231e-05,0.183172684246639,0.182272165369098,0.000900518877540418
"20-29",1346.77717654711,1346.82728347101,3.72043665981752e-05,0.172446257237797,0.171679454017726,0.000766803220071471
"30-39",1503.00229859041,1503.16149480199,0.000105913198794964,0.27495150294089,0.27384055391953,0.00111094902135989
"40-49",2596.09512489717,2596.49169072787,0.000152743072212134,0.427922886851589,0.426749094698593,0.00117379215299573
"50-59",1347.85432284245,1348.27264181757,0.000310311037989567,0.478690784161585,0.477213096222002,0.00147768793958353
"60+",408.980434419622,409.123244640943,0.000349124998278593,0.382432875648496,0.381096765487411,0.00133611016108476
