"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12"
"1",-0.0635901151308282,0.112216262635425,-0.0407777787333899,-0.157746329732899,0.0164429001555569,0.0331174055746048,0.974151822879561,0.0788660390632325,0.0158516188646842,0.00261931837919044,-5.55884391064447e-05,0.000424830629399953
"2",-0.395142886202493,0.603690166071669,-0.159215510517475,-0.63556905741077,0.0581878676782839,0.0604911368417576,-0.207255717672111,-0.00714100910267259,-0.0080365080923168,0.00243093807005797,-0.000174469088653979,0.00110448302363202
"3",-0.65981244908528,0.304914283154062,0.16390953383965,0.627470047108258,-0.139098652801331,-0.0674993219358009,0.0303031650605581,0.0245362785352835,0.159967259129817,0.00865452022736505,-0.00026714797065929,0.000645079268125287
"4",-0.620947569048176,-0.712016285190829,-0.110030768774001,-0.265477478945118,-0.0214935530279189,-0.00706505405135361,0.00712950883748214,-0.145355987419698,-0.0493235045265982,-0.0257637248110233,-0.00133605558290783,0.00907858839153657
"5",-0.0617084083251185,-0.116709871045388,0.0527988852666984,-0.0790653383568299,-0.0585678355991001,-0.016167846822566,-0.0699069137728197,0.851965208284272,0.0314245835764442,0.347168700755438,0.0270209447304577,-0.341854943329217
"6",-0.00118691118418628,-0.00137559110235382,0.00255980322389971,-0.00160512426023077,-0.00231637511526922,-0.000678750928549663,-0.00122366989931438,0.0167130729895314,0.000654710579812337,-0.0467107642488777,0.995929097586377,0.0751254147368172
"7",-0.00850415275507369,0.017153815177813,0.0399317433068714,-0.0491514505715124,0.362183676528225,-0.929600916347569,0.016359797103327,0.00319827743925186,0.00320336054720565,-6.23242042894598e-05,3.07108066189378e-06,-1.49613286287927e-05
"8",-0.0994073073331888,-0.013871452148306,0.596056123427386,-0.00556283311163926,0.697784117107097,0.29763540069937,-0.000119602041653284,0.0164700421736933,-0.242588075956105,-0.00144228305834353,-1.55220705366972e-05,-0.00029193980916633
"9",0.0606419158339567,-0.082687283597225,0.256271359195785,-0.172418484924106,0.0902190761130638,0.0558897147479867,-0.016823344615928,-0.0688256398421783,0.936882904759,0.00632217233363123,-0.000148416995233555,0.00308594140896072
"10",0.0281376597082149,0.00605812126921713,0.710010891923462,-0.261755310767437,-0.586842559783798,-0.184996803881204,0.0105520575749408,-0.0354704870540934,-0.178503339423194,-0.057588119857371,-0.0136530749539028,0.105813576291075
"11",0.0200198068129919,0.038726441672339,0.0626951877683913,-0.00422457235254213,-0.0467304713354311,-0.0155087279058164,0.0287375121718854,-0.339701996946716,-0.0312041962168729,-0.0805589552249744,0.0718384963351927,-0.928912897347005
"12",0.0160191438680372,0.0232895157404219,0.0249319989495989,0.00292896633033184,-0.0176278145616788,-0.00659034608452677,0.0269784189225574,-0.352421135495351,-0.0350416628393612,0.930963139147035,0.0452328740540988,0.0576354079672672
