"perturbation","objective","max_abs_theta_shift"
1,77.5765920318225,0.367563574159246
2,46.4376508275043,0.305806952509218
3,237.771364591789,0.390418864182369
4,56.1738129904962,0.294726749085142
5,50.4260176583431,0.283004597754227
