"version","objective","equilibrium_pass","eq_max_prev","prev_rmse","prev_max_abs","pop_mape","pop_max_ape","N6","p6","beta_scale"
"reference",22.435641535716,TRUE,0.00125312170555592,0.00841367655761861,0.0195257473819264,0.0474339055807812,0.126312745282599,459.462103571471,0.374048974765789,"0.169|0.92|1.263|5.544|14.849|109.595"
"beta>1 constrained",184.06486589904,TRUE,0.00229377433518518,0.0090657202412998,0.0203387626510546,0.913842633642677,4.92130216603591,463.408977696309,0.374861990034918,"1|1.001|1|5.519|15.014|114.49"
