"age_group","prev_residual","log_pop_residual","pop_ape"
"<20",-0.00511246705594155,-0.00196520767672137,0.00196327792044649
"20-29",0.000276944154445652,0.00917961786774857,0.00922187977692325
"30-39",-0.000134736860917972,-0.00234092780079909,0.00233818996608954
"40-49",0.000116858460418923,0.0211625983931025,0.0213881142025133
"50-59",-0.00415199724112275,-0.135032799494915,0.126312745282599
"60+",0.0195257473819264,0.116341309166794,0.123379226336116
