"age_group","p_hat","p_lo","p_hi","p_obs_lo","p_obs_hi","N_hat","N_lo","N_hi","N_obs","N_obs_lo","N_obs_hi","p_overlap","N_overlap"
"<20",0.10599864405517,0.0618757531599847,0.187299659659793,0.0604892034858865,0.184039743924767,98.8056354858758,81.2950094790586,120.484637445167,99,81.3795043246405,120.435729872496,TRUE,TRUE
"20-29",0.173106526148015,0.156696159032421,0.199232941102383,0.152591037813342,0.194588375392617,1255.47201844249,1031.09467357057,1536.85357920986,1244,1022.5869028268,1513.35401981197,TRUE,TRUE
"30-39",0.26844058692913,0.250870597261338,0.295879731411769,0.246366946606246,0.291695838716589,1463.56987531975,1231.86301832169,1832.0687380204,1467,1205.89629135604,1784.63854265607,TRUE,TRUE
"40-49",0.430317836189914,0.410094033747111,0.455010477337369,0.407709214451291,0.45291201539318,1880.37551824683,1584.57752480582,2326.0314202038,1841,1513.32997436024,2239.61796661883,TRUE,TRUE
"50-59",0.478034734945609,0.456902539264977,0.508041514453076,0.457963856757478,0.50647288266655,1422.36285067993,1249.65479790473,1682.99691780532,1628,1338.24073778298,1980.49866901437,TRUE,TRUE
"60+",0.374048974765789,0.323263816915085,0.4168508002489,0.3093180036063,0.401779193754153,459.462103571471,406.567163753641,557.957389795899,409,336.204214836141,497.557712301523,TRUE,TRUE
