"age_group","N_hat_T","N_hat_T5","log_ratio","p_hat_T","p_hat_T5","prev_change"
"<20",98.7984340319217,98.8015704871021,3.17454970542273e-05,0.107418872834219,0.106842002581962,0.000576870252256736
"20-29",1255.36359364925,1255.40814473008,3.54879578730542e-05,0.174957239034727,0.17421779522786,0.000739443806866719
"30-39",1463.21697379949,1463.36270231929,9.95896480154481e-05,0.271079741317173,0.270029314767398,0.00105042654977572
"40-49",1879.61946354017,1879.9322610436,0.000166401489893043,0.433240203625487,0.432084197464072,0.00115600616141504
"50-59",1421.55362476933,1421.89001060368,0.000236604539463138,0.481208847508238,0.479955725802682,0.00125312170555592
"60+",459.183047150237,459.29935444756,0.000253259720037054,0.376838700601335,0.37573981138693,0.00109888921440532
