"perturbation","objective","max_abs_theta_shift"
1,74.2656902370209,0.367563574159246
2,33.9285842941315,0.305806952509218
3,162.220593565064,0.390418864182369
4,42.3528403657357,0.294726749085142
5,34.2004723343275,0.283004597754227
