"eigenvalue"
6471.23488097036
417.109254035618
145.081294098944
141.982038664409
114.21979511048
99.5637242210961
73.2273765816124
22.7435881254727
16.9234750994669
14.5777838574952
11.6225996693258
0.106602846661447
