"age_group","prev_residual","log_pop_residual","pop_ape"
"<20",-0.096785025559915,1.73467425754843,4.66708149409145
"20-29",-0.126684797729794,0.577249359285704,0.781132431139533
"30-39",0.321285730340229,0.317666931704059,0.373918576292654
"40-49",-0.0608775769201481,1.56316208760448,3.77389287115175
"50-59",0.0352718253300056,1.0656872234973,1.90283319392682
"60+",0.224064598268276,1.01290888309315,1.75359927475146
