"start_id","seed","theta0_1","theta0_2","theta0_3","theta0_4","theta0_5","theta0_6","theta0_7","theta0_8","theta0_9","theta0_10","theta0_11","theta0_12"
"baseline_zeros",101,0,0,0,0,0,0,0,0,0,0,0,0
"population_informed",1101,0,0,0,0,0,0,-1.78168832088335,-0.0968003791484071,0.229787984342463,1.64915916592438,2.99546355862957,-6.90775527898214
"population_informed_b6",1201,0,0,0,0,0,0,-1.78168832088335,-0.0968003791484071,0.229787984342463,1.64915916592438,2.99546355862957,4.49980967033027
"population_informed_b6_c1",1301,2.07944154167984,0,0,0,0,0,-1.78168832088335,-0.0968003791484071,0.229787984342463,1.64915916592438,2.99546355862957,4.49980967033027
