"source","p1","p2","p3","p4","p5","p6","N1","N2","N3","N4","N5","N6"
"npe",0.108623328941118,0.17102601146723,0.268844614244713,0.430701436911024,0.492510484539956,0.395791279784355,98.0650469637988,1246.91663014296,1479.50794744374,1789.95801150997,1654.51825189013,531.029144856894
"npe",0.109193899972514,0.171810969468556,0.266521539347786,0.424355668864587,0.475436164992523,0.378929479438517,98.376907196267,1253.19239052345,1485.47634319078,1843.95435355196,1618.52621518616,518.491238796815
"npe",0.108201113446756,0.16922346692827,0.264689076974759,0.427149410537021,0.475508475544885,0.386309899622421,99.2292913258401,1257.13269332623,1474.75903371619,1852.12323128145,1620.39939832104,529.411383431515
"npe",0.113392993226506,0.178426798709188,0.2782007144965,0.442100396933066,0.49081781641394,0.383241167168653,99.8170490014166,1249.75914014379,1429.3952451143,1785.02032796154,1479.61447708681,480.059436164138
"npe",0.106203722873723,0.166874952088148,0.262168046340414,0.429123464355625,0.470875431705431,0.374076136632966,99.3344009827206,1261.90757100327,1461.84308343049,1798.75213489064,1565.39516923086,504.80001305723
"npe",0.112482274963228,0.179323069765205,0.276476265281046,0.440481748407248,0.486721645230927,0.38692333505416,98.7221281938109,1233.59370378184,1456.44258790467,1760.8795864237,1603.24585424259,517.862613472542
"npe",0.105825974999023,0.166076327739047,0.262677313207137,0.422303536552204,0.481721757762058,0.395569129886215,97.1931653625192,1255.78013790274,1472.15494790758,1868.05928017292,1639.11373497214,554.07050968848
"npe",0.109343241378827,0.172381122827358,0.267916833812688,0.428757342751454,0.467858882243456,0.392167385112003,98.6299305691302,1245.56968081404,1457.47727815793,1779.18088947135,1590.73618845431,533.779241356393
"npe",0.112841461656684,0.177618376605655,0.273590362307194,0.431177439843845,0.485839437295791,0.394616494624648,98.8271384761145,1262.70477935069,1477.72479562846,1772.70650192711,1636.29756675549,524.860496254566
"npe",0.109758299183682,0.173381397217124,0.267467258650515,0.433095913866345,0.476163762709451,0.379549325412266,98.887151849733,1234.94484039962,1473.33841834808,1791.21023611303,1595.35763697763,511.214482073792
"npe",0.113577526945278,0.176369041076055,0.275153646914269,0.437850380284895,0.491591525195218,0.390545896842573,98.4117669235356,1252.44168099549,1462.57225477174,1762.26897800309,1628.39439508326,526.988628565397
"npe",0.112329348498397,0.174557971962534,0.270809136001217,0.429368406691447,0.490652671828631,0.396607269387016,97.7926871328676,1249.5542811885,1470.43338517498,1810.11389710379,1684.04494304889,539.818022086971
"npe",0.112368420567562,0.176258565866434,0.277024779902838,0.446253518562083,0.495691881066881,0.454688756211375,98.5054629897243,1238.67454181636,1433.02000901183,1720.35223946667,1557.52035117614,612.80100747539
"npe",0.111259659646186,0.175534293746134,0.270828593157268,0.433194087345894,0.489155696707774,0.389903438057,97.5079772589973,1240.50359304716,1456.23279017419,1856.58959878797,1640.76199662344,525.562144781014
"npe",0.111069961190929,0.173258380720317,0.270402708270483,0.435631227042591,0.479377815070301,0.383471756487177,97.4728386458652,1262.19377818954,1457.02455970393,1787.06700200198,1594.11397794033,539.566496034656
"npe",0.110273901327527,0.174784146207956,0.271062366880877,0.435312371831333,0.480662982328232,0.377499443302691,99.076595166803,1255.61290397653,1457.71933368075,1772.02551907871,1499.60480720518,490.335132694977
"npe",0.110241774867655,0.175678534312629,0.274826148740113,0.43685928828236,0.485295449889302,0.382464656331781,98.4702845794186,1251.83566380903,1455.83585185208,1788.57619630067,1551.56313914916,503.13327084808
"npe",0.106782587235069,0.168970891183145,0.262562643538304,0.423289743689254,0.476995888817276,0.384380365559652,98.5077065939728,1247.59907241938,1470.32632558236,1829.87874895031,1670.25548685157,531.52308483875
"npe",0.109919747093481,0.172208038476211,0.267473770028259,0.425850661253389,0.481711758166421,0.400532920019427,97.9792514867701,1257.05262065613,1475.43370034421,1882.24079038584,1689.87028760048,561.176638704261
"npe",0.114202720547465,0.179376550658604,0.278439513828776,0.441664935575509,0.489952559109741,0.386130217409964,98.2653712112508,1252.38528394976,1420.47609217009,1775.31870871813,1558.21242241334,504.733673153501
"npe",0.104503141660303,0.163540435733937,0.259021951475658,0.429913165649547,0.474606746490213,0.386259052495591,99.4322792584825,1247.87645189158,1449.28035139311,1715.26613925201,1546.45517246482,499.66660484905
"npe",0.109769959944577,0.172530008588805,0.270065375597994,0.429482275925058,0.488270824679449,0.386520373350441,99.3640396742419,1253.04131894455,1451.4845425888,1833.34296977421,1604.58931710212,518.517344188026
"npe",0.110960857155283,0.173583297559274,0.271219221077575,0.437249070757722,0.47961117877659,0.456669537268245,99.313438181468,1245.00104377219,1464.52172879975,1725.04117634284,1602.42052428789,678.308235572626
"npe",0.11299997246391,0.176883774850518,0.273194036677104,0.439390981213119,0.490390647996886,0.402682068153832,98.7802525220081,1248.67187359113,1462.25225403557,1798.73086277874,1615.04576774995,535.509113167876
"npe",0.107055058105734,0.168095157263927,0.262585661425665,0.420784591449656,0.471302615634813,0.379725869243901,98.1865819092986,1235.92052729793,1443.11480144323,1883.64734131504,1695.33775423408,538.867388504168
"npe",0.113138171693705,0.176625351837493,0.276817972339485,0.436825580912436,0.491375753936705,0.401175135762325,97.9761295695765,1245.01210697271,1453.25180319911,1830.1849261652,1640.22475182804,543.57531737374
"npe",0.109954805494004,0.173161425980574,0.267751769339447,0.431264556739926,0.483166128361073,0.383675025531808,97.4587540433248,1243.14788214268,1467.13744329717,1776.14170117276,1562.86395996735,506.582252518721
"npe",0.10811835072767,0.168783551233783,0.261046636346816,0.423938515739951,0.470797211561742,0.371303961213839,98.4369211863544,1239.55597488363,1453.77411322448,1738.04537845882,1532.46934887931,502.681460496274
