theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,theta9,theta10,theta11,theta12
1.6011467,-2.510326,-2.9124608,-1.1378982,0.22692893,0.18149784,-1.7771215,-0.110176556,0.4523739,1.3276728,1.1434752,4.736588
1.6983308,-2.290768,-2.8571763,-0.4847475,1.0428873,-0.1707842,-1.7791618,-0.11247137,0.043198038,1.6410934,4.784323,4.094421
1.6673652,-2.4755523,-3.2490695,-1.4862251,-2.6574512,-5.1538935,-1.769625,-0.11302594,-1.5408036,1.0399117,-9.963033,5.051385
1.7259251,-2.626634,-3.9854083,-0.661597,0.11597945,1.7075776,-1.7767171,-0.09456522,-0.17043258,1.958765,-2.1630666,6.028564
1.5425998,-2.6611724,-2.8340168,-0.5418579,0.47458273,-2.341627,-1.7844973,-0.10952334,0.17103177,1.5267277,0.91925234,4.7510824
1.6110768,-2.477027,-2.3457513,-0.99086976,-0.34443024,-3.4121933,-1.7700994,-0.12238672,0.3897468,1.9823289,0.1481532,4.4901314
1.6307268,-2.5730772,-2.7264013,-0.4634596,0.56011564,0.30071926,-1.773947,-0.09265476,-0.114251666,1.927839,1.4507828,5.0166
1.7114832,-2.4224133,-1.8152847,-0.49664602,1.4895556,-8.522788,-1.7719939,-0.09396808,0.2496198,1.6141047,2.2736309,3.8740733
1.5873895,-2.625979,-3.5853655,1.9611822,1.111048,-9.18868,-1.7889103,-0.102210045,-0.3081589,2.2423127,1.1535479,3.479174
1.6857737,-2.6220298,-2.6157975,-1.2249286,0.6191041,-1.0478983,-1.7803677,-0.098853625,0.33183458,1.6008152,1.8411925,4.4274673
1.554097,-2.6430707,-3.3283212,0.07831971,-1.1513367,-7.753935,-1.7873464,-0.08709239,0.27136856,1.9482257,1.3212618,3.729382
1.6361573,-2.6838415,-2.2982128,-1.4127113,0.5539468,-6.9413314,-1.7579881,-0.07938448,0.108336754,1.7311317,1.4018208,4.1979294
1.6117009,-2.6031227,-4.257905,0.21647432,-0.50794154,-2.8617847,-1.7653974,-0.119530626,0.42051542,1.7523878,0.3410553,4.2303405
1.6266408,-2.4886558,-2.7755141,-0.60301393,0.39591327,-3.175159,-1.777597,-0.10700586,0.5229425,1.6818506,0.18378712,4.474144
1.5951331,-2.7373579,-3.631975,-1.1271275,1.553475,-1.0364811,-1.7719272,-0.12500905,0.060355544,1.8021348,2.3241124,4.8725777
1.6516755,-2.5839617,-1.9560419,-0.92011994,-0.19968918,-3.1229439,-1.7814212,-0.111983836,0.094198525,1.1801558,-2.3128684,4.032147
1.6441528,-2.5690763,-3.5345116,-0.2696746,0.64121026,-8.101896,-1.78663,-0.098943606,0.46020088,1.4076848,3.2696238,1.819388
1.7167131,-2.6747708,-3.804947,0.18236952,1.2799397,-4.6239285,-1.7806609,-0.097670004,0.09079813,1.8632323,2.2987316,4.4591455
1.7946153,-2.5537715,-3.1237283,-0.3830806,0.35368454,-6.247403,-1.7760803,-0.109908156,-0.22220178,1.7311889,0.32859302,4.273072
1.7456496,-2.659382,-2.929067,-0.54604036,-1.4772185,-0.33975282,-1.75615,-0.08606991,-0.92096573,1.9049588,-12.5946865,4.8718143
1.657712,-2.4183471,-2.8533783,-1.3391479,0.6686638,-1.4916627,-1.7808936,-0.09247769,0.12811333,1.4980432,1.6243025,4.5586476
1.5303377,-2.5440311,-2.7232692,-0.7770745,-0.07469135,-7.977735,-1.7795079,-0.102184534,0.052023306,1.8792235,-1.455678,4.563521
1.6434855,-2.6290088,-2.8083606,-0.133207,-2.0443912,-1.7922438,-1.773422,-0.106852636,0.13036205,1.8928288,0.6572617,4.741095
1.7053883,-2.3982317,-3.1421077,-2.5011578,-0.66307104,-8.03124,-1.7807736,-0.091876544,-0.066509016,1.5371461,-2.100506,4.240147
1.5990164,-2.2857575,-4.4814863,-1.2387749,-1.8137434,-2.4595196,-1.7813171,-0.103890024,0.19172251,1.7527733,-7.5187507,4.8260818
1.5931709,-2.4098701,-2.8912675,-3.1403594,2.482857,-3.5973485,-1.783668,-0.08190449,0.3850414,0.9638872,1.9510837,4.361497
1.6982995,-2.6288943,-3.1191492,-1.4708905,0.28439888,-6.325174,-1.77779,-0.09631622,-0.009006137,1.539671,2.2860856,3.126264
1.5646313,-2.4964647,-2.2962072,-0.66745096,-0.21093331,-1.6452833,-1.7818718,-0.104810596,0.6802007,1.708244,-3.2069016,4.1555796
1.6169735,-2.7556384,-3.3053794,1.0866954,1.3833612,-3.7240725,-1.7768896,-0.095317386,0.28190982,1.9988056,2.9906378,4.681565
1.5889103,-2.698434,-3.211105,-1.3742439,-0.20228875,-1.314858,-1.7764773,-0.10643069,0.40589094,1.7770333,0.13641246,5.3594704
1.6098843,-2.7654011,-3.4438343,-0.5031833,0.17721121,-9.341846,-1.7721822,-0.07892723,0.36351457,1.6620753,2.1135752,3.6747415
1.5211346,-2.653742,-3.176493,-1.6526158,1.1917931,-4.200003,-1.7981237,-0.08931749,0.31209913,1.7598253,2.9085827,4.889097
1.6684444,-2.6143844,-2.2421095,-2.493211,0.2008274,-4.835428,-1.7690703,-0.08308348,0.29788172,1.3535297,-0.274224,4.6933494
1.6775013,-2.523445,-3.1558514,0.4858872,-0.1827742,-2.0883124,-1.782798,-0.097393624,0.051177766,1.8536967,-2.3040407,4.662307
1.5601058,-2.7787142,-3.3131218,-0.44556677,1.4579614,-0.007296888,-1.762949,-0.10595802,0.31460014,1.8035418,2.8101578,5.420989
1.5995702,-2.7977984,-3.4284203,-0.6277208,1.2380626,-0.91167307,-1.7765312,-0.09670471,0.35172147,1.8191642,2.3548045,5.2821875
1.6285044,-2.765438,-2.3193464,1.100433,-1.0607363,-3.9770525,-1.7763077,-0.11298427,0.4160306,2.051078,-2.5627315,4.716608
1.6577775,-2.5550613,-3.3418992,-0.16790673,-0.5562402,-8.072554,-1.7672807,-0.09086751,0.23063967,1.873242,1.9308068,4.245332
1.5991006,-2.6180592,-2.4092257,-1.0398203,-0.83096355,-8.020787,-1.7710204,-0.102061115,0.2766165,1.7957842,-3.4620981,4.4661355
1.5829422,-2.6974664,-3.4724739,0.27959672,-1.0984586,-0.73096824,-1.7542577,-0.09556605,-0.17245924,1.555226,0.3133508,4.5698967
1.7111143,-2.6602058,-3.050624,-1.4897549,0.8152079,-4.4253454,-1.773544,-0.092589736,0.5120944,1.2676282,2.0253026,4.0336685
1.7401645,-2.623856,-3.1643443,-0.9975729,1.1973939,1.493283,-1.7687227,-0.10295891,0.6066252,1.5977052,0.72578967,5.054659
1.711455,-2.46484,-3.5972512,-3.4341056,0.36832726,-1.7136835,-1.7709346,-0.10076382,0.07706404,1.323264,0.2027585,4.523147
1.5615308,-2.7077293,-3.5878942,-0.83039606,-1.3371651,-1.4835405,-1.7718683,-0.09495081,0.35833436,1.8917458,-1.1473442,5.053487
1.7141322,-2.2588515,-2.855012,-3.8397598,0.39336428,-0.8712228,-1.7794129,-0.104159676,0.27491987,0.079176515,-4.2728,4.7742367
