"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
0.135102521320186,0.279170112117639,0.588849102395948,0.510213072035197,0.524950057884988,0.451612720284288,98.0953800432647,1232.05219029263,1487.4078981156,2188.98345668398,994.410051523573,265.347677533154
0.10269576465064,0.164954738981656,0.259690084278159,0.761198241665772,0.774106979743753,0.603002406317096,100.310548900751,1258.6247471204,1389.73747160023,3151.99295361411,1446.77786730673,427.713985815869
0.124959025241507,0.201911519849001,0.343223249219769,0.624532075361426,0.61427331322599,0.511613848804182,98.5014546107928,1216.9747739124,1615.05449974113,1597.06810740779,823.782281681656,230.681722307792
0.123482998268592,0.206925665337644,0.371474500611512,0.834986416458887,0.723172141963516,0.616271839658719,99.7802736387199,1227.53840534994,1229.82797339785,2457.15794095814,1357.53692702955,367.414532801568
0.00935789142441204,0.0149804896719703,0.0222513917839279,0.0221743214148483,0.0379627104875792,0.0335348494605339,99.1109335344954,1243.79321760316,953.768582033678,1889.20281905781,1081.03656703577,329.353243773731
0.0475261080352945,0.07665644002207,0.100084681115219,0.118394784068504,0.147613274520398,0.142325388403721,97.898731373718,1212.84200234574,989.076954719833,1422.95815376,1805.26385431664,502.508438669228
0.079213898864754,0.173608539420261,0.213546508272069,0.235460138009717,0.292035928068542,0.279512131977558,98.6523995660164,1211.81667413236,1425.80532678343,1222.753877424,868.541794357134,228.43450046773
0.0996211567755967,0.187938384272378,0.316605352107367,0.318551613737557,0.315478463562424,0.232158360212132,98.6811532221113,1269.65676270688,1392.40433229946,1775.54061915008,808.007827752016,249.754713454795
0.111829952671087,0.165368729572177,0.306048210394765,0.684809962833801,0.60230143003085,0.441558141812101,99.0215122006043,1239.36653237799,1304.70849319307,2002.89346119921,1256.74142698303,407.603427831431
0.019969965660388,0.034694078917809,0.0453481011383162,0.0318207003033924,0.0336533650214792,0.0299982505612692,99.3676224207116,1219.4421536914,1324.08221527739,1893.28227846501,975.93588038358,266.817058012222
0.0105809183933876,0.0181580962466795,0.0263402004310209,0.0216016159556707,0.0227666771999725,0.014104771205778,98.6411013728085,1225.80188220031,1503.48664363557,1703.29089034645,1056.80603602469,435.336662419894
0.189061585407891,0.28479566239075,0.37426799849896,0.25341781477007,0.361000813141795,0.259905279168708,98.2433753882868,1251.73460836656,791.586533806102,1097.41506488451,500.297052156062,169.129240796229
0.00612258083331408,0.00808938535068354,0.0113733960727223,0.0104717232420195,0.00662858371372052,0.0440045459349775,100.842048650363,1235.46381453812,1672.58959872525,2580.94809377449,3805.51255472407,3091.04300331389
0.107029522983547,0.156219109666671,0.131562789539585,0.771307946298991,0.743389105753211,0.63181494181695,99.6514521656339,1228.11828971809,1478.3842423422,2013.07335337315,977.218034006771,263.647794096099
0.17928053669872,0.294745893687816,0.543204945551777,0.810397211186075,0.822334706647523,0.688666025722582,97.4260365858562,1237.03427556604,816.597163360113,1384.02575655896,630.950848947237,172.404594145791
0.0949204319390526,0.15536390511746,0.255868898535523,0.704915867585889,0.716761439889911,0.503347186033022,98.5024154666755,1221.22415974405,1317.67861094669,1976.09593717645,901.402567574677,294.559977404121
