"age_group","prev_residual","log_pop_residual","pop_ape"
"<20",-0.00245408705641066,0.001207268493296,0.00120799753525727
"20-29",0.000131182431114596,0.00461867757893053,0.00462936011027684
"30-39",-0.000515749969941082,-0.00315629049684762,0.00315131464844822
"40-49",0.000561958783018734,0.0149913163303532,0.0151042497474848
"50-59",-0.0046225677135906,-0.152400859570999,0.141355983927084
"60+",0.0209422888795884,0.122403874834679,0.130210473183663
