"eigenvalue"
6583.25651741711
416.563436144302
142.67801314016
141.255828612997
109.927967382926
99.4090449206546
71.6707587631562
22.0815568476916
17.5851195086376
15.8488098982668
10.4375569971318
0.43375242113726
