"perturbation","objective","max_abs_theta_shift"
1,75.7973627132789,0.367563574159246
2,33.9799808254943,0.305806952509218
3,161.084742909336,0.390418864182369
4,42.2327097826006,0.294726749085142
5,34.1830067140428,0.283004597754227
