"age_group","N_hat_T","N_hat_T5","log_ratio","p_hat_T","p_hat_T5","prev_change"
"<20",99.1111983599895,99.1112010467822,2.71088711822525e-08,0.111651219245281,0.111650454480436,7.64764844521371e-07
"20-29",1249.64539918148,1249.64542977972,2.44855414499696e-08,0.176752468812115,0.176751540925488,9.27886627616337e-07
"30-39",1461.98530623745,1461.98541357156,7.34166788778846e-08,0.273474235131884,0.273472923571726,1.3115601579794e-06
"40-49",1867.93671947847,1867.93696084608,1.29216154353769e-07,0.436785600254037,0.436784166184233,1.43406980357419e-06
"50-59",1396.92170052492,1396.9219690725,1.92242387280232e-07,0.484123880745741,0.484122327641336,1.55310440458356e-06
"60+",461.924933081363,461.925027430976,2.04253108525249e-07,0.381237005859815,0.381235646541572,1.35931824390978e-06
